price,bathrooms,bedrooms,living_area,clusters,color
647000,2,2,3360.0,0,Light Pink
549900,2,3,1747.0,0,Light Pink
985000,2,3,3708.0,0,Light Pink
515000,3,3,2880.0,0,Light Pink
896900,3,3,4108.0,0,Light Pink
643055,3,4,2730.0,0,Light Pink
565000,3,3,2300.0,0,Light Pink
449000,2,4,1998.0,0,Light Pink
1099000,2,3,1760.0,0,Light Pink
600000,1,4,2505.0,0,Light Pink
641170,3,3,2931.0,0,Light Pink
729990,3,4,3941.0,0,Light Pink
639900,4,5,3680.0,0,Light Pink
599900,3,3,2703.0,0,Light Pink
664899,2,2,3394.0,0,Light Pink
314900,1,4,1208.0,0,Light Pink
780000,2,3,3200.0,0,Light Pink
613900,3,3,2827.0,0,Light Pink
699500,3,4,3870.0,0,Light Pink
1350000,5,6,4389.0,0,Light Pink
651670,3,3,2549.0,0,Light Pink
634690,3,3,2534.0,0,Light Pink
664635,3,4,2933.0,0,Light Pink
628900,3,3,3547.0,0,Light Pink
739433,3,4,4093.0,0,Light Pink
739990,3,4,3904.0,0,Light Pink
628900,3,3,3547.0,0,Light Pink
595500,2,3,1859.0,0,Light Pink
780000,2,3,4156.0,0,Light Pink
615900,3,3,3511.0,0,Light Pink
628900,2,3,3547.0,0,Light Pink
1790000,1,3,846.0,0,Light Pink
460000,2,4,1664.0,0,Light Pink
275000,1,2,970.0,0,Light Pink
615000,3,4,1853.0,0,Light Pink
435000,2,4,1779.0,0,Light Pink
595000,4,6,2770.0,0,Light Pink
999999,3,5,4476.0,0,Light Pink
574900,4,4,2230.0,0,Light Pink
499900,3,4,2080.0,0,Light Pink
475000,2,4,2006.0,0,Light Pink
439000,2,4,1998.0,0,Light Pink
650000,4,5,2874.0,0,Light Pink
549000,3,5,2480.0,0,Light Pink
475000,2,6,3958.0,0,Light Pink
450000,2,3,1149.0,0,Light Pink
839000,2,5,4661.0,0,Light Pink
549990,3,3,2288.0,0,Light Pink
499900,3,4,2347.0,0,Light Pink
975000,5,5,5331.0,0,Light Pink
630000,3,4,2354.0,0,Light Pink
1399999,5,5,5102.0,0,Light Pink
415000,2,4,1504.0,0,Light Pink
315000,3,4,2402.0,0,Light Pink
639800,3,4,2309.0,0,Light Pink
1050000,5,5,4154.0,0,Light Pink
359900,1,2,768.0,0,Light Pink
589900,4,5,2772.0,0,Light Pink
289900,2,2,1024.0,0,Light Pink
1325000,4,6,4979.0,0,Light Pink
349800,2,4,1610.0,0,Light Pink
775000,4,6,4416.0,0,Light Pink
459900,2,3,1408.0,0,Light Pink
729905,4,5,4011.0,0,Light Pink
469800,3,4,2204.0,0,Light Pink
485000,3,4,1716.0,0,Light Pink
690000,3,5,3360.0,0,Light Pink
1150000,4,6,5447.0,0,Light Pink
430000,3,3,2063.0,0,Light Pink
599900,4,4,2275.0,0,Light Pink
743400,4,5,3362.0,0,Light Pink
345000,2,2,1068.0,0,Light Pink
575000,3,5,2696.0,0,Light Pink
665000,3,5,2763.0,0,Light Pink
450000,2,4,1512.0,0,Light Pink
675000,4,5,2661.0,0,Light Pink
399000,3,6,2473.0,0,Light Pink
559000,3,5,2174.0,0,Light Pink
650000,4,5,3210.0,0,Light Pink
625000,3,5,3431.0,0,Light Pink
250000,2,3,1161.0,0,Light Pink
770000,3,4,3077.0,0,Light Pink
499000,2,4,1728.0,0,Light Pink
360000,2,2,1275.0,0,Light Pink
503000,2,4,1675.0,0,Light Pink
1690000,3,4,4334.0,0,Light Pink
565000,2,3,2695.0,0,Light Pink
479900,1,3,2610.0,0,Light Pink
869960,4,6,3894.0,0,Light Pink
569900,3,4,2095.0,0,Light Pink
985000,4,6,5048.0,0,Light Pink
1850000,5,6,6293.0,0,Light Pink
409000,1,2,840.0,0,Light Pink
723900,3,4,4743.0,0,Light Pink
467309,4,4,1854.0,0,Light Pink
540000,2,4,1728.0,0,Light Pink
1590000,6,6,6179.0,0,Light Pink
660000,4,5,2793.0,0,Light Pink
419900,3,5,1798.0,0,Light Pink
484900,3,4,2722.0,0,Light Pink
419000,2,3,1459.0,0,Light Pink
1050000,4,5,4158.0,0,Light Pink
212000,2,2,1235.0,0,Light Pink
859990,4,5,3534.0,0,Light Pink
489000,2,5,1980.0,0,Light Pink
1249900,5,5,5305.0,0,Light Pink
480000,3,3,2317.0,0,Light Pink
699000,2,4,3594.0,0,Light Pink
355000,2,3,1265.0,0,Light Pink
899900,2,3,1856.0,0,Light Pink
659900,2,4,3576.0,0,Light Pink
799990,3,3,2418.0,0,Light Pink
730000,3,4,3132.0,0,Light Pink
519900,3,4,1953.0,0,Light Pink
755900,3,3,3787.0,0,Light Pink
372000,1,3,1224.0,0,Light Pink
459900,2,5,1765.0,0,Light Pink
785000,4,5,3524.0,0,Light Pink
600000,3,5,2692.0,0,Light Pink
270000,1,2,894.0,0,Light Pink
465000,2,4,1976.0,0,Light Pink
1300000,3,5,3234.0,0,Light Pink
479900,4,4,2158.0,0,Light Pink
937000,3,4,2064.0,0,Light Pink
1095000,6,6,4414.0,0,Light Pink
480000,4,4,3602.0,0,Light Pink
460000,3,4,2315.0,0,Light Pink
555000,3,6,2914.0,0,Light Pink
899990,3,3,4400.0,0,Light Pink
407500,3,3,1813.0,0,Light Pink
270000,1,2,784.0,0,Light Pink
377000,2,3,1712.0,0,Light Pink
559888,4,4,2938.0,0,Light Pink
378900,2,3,1008.0,0,Light Pink
1150000,4,6,4502.0,0,Light Pink
389888,2,2,1411.0,0,Light Pink
480000,3,3,1405.0,0,Light Pink
475777,2,5,1976.0,0,Light Pink
764900,4,5,3376.0,0,Light Pink
743566,3,3,3621.0,0,Light Pink
364900,2,3,1258.0,0,Light Pink
498000,2,5,2080.0,0,Light Pink
452000,3,3,1456.0,0,Light Pink
450000,2,4,1700.0,0,Light Pink
680000,3,5,3112.0,0,Light Pink
680000,4,5,3887.0,0,Light Pink
2350000,4,5,5748.0,0,Light Pink
739990,3,3,2378.0,0,Light Pink
1275000,4,6,5282.0,0,Light Pink
924999,4,4,4866.0,0,Light Pink
455000,3,4,3267.0,0,Light Pink
295000,1,2,960.0,0,Light Pink
1550000,4,4,5849.0,0,Light Pink
898000,3,4,4900.0,0,Light Pink
1039000,4,7,5900.0,0,Light Pink
749000,3,3,3783.0,0,Light Pink
548900,3,5,2372.0,0,Light Pink
269900,1,1,587.0,0,Light Pink
199800,2,3,1289.0,0,Light Pink
445090,3,3,1580.0,0,Light Pink
1600000,5,5,6497.0,0,Light Pink
647000,4,5,3080.0,0,Light Pink
2099000,4,2,6701.0,0,Light Pink
949900,5,7,4796.0,0,Light Pink
699990,2,4,3615.0,0,Light Pink
429000,1,2,1660.0,0,Light Pink
785000,3,6,5600.0,0,Light Pink
889900,5,6,4012.0,0,Light Pink
519900,3,3,2152.0,0,Light Pink
829900,4,7,4099.0,0,Light Pink
550000,4,4,2200.0,0,Light Pink
629900,3,4,2840.0,0,Light Pink
1164000,4,6,4790.0,0,Light Pink
2595000,3,3,2560.0,0,Light Pink
359000,2,3,1497.0,0,Light Pink
589900,4,6,2106.0,0,Light Pink
274999,1,2,860.0,0,Light Pink
1249000,4,4,5080.0,0,Light Pink
650000,3,6,3308.0,0,Light Pink
400000,3,3,1480.0,0,Light Pink
555000,3,3,1865.0,0,Light Pink
484054,3,3,2025.0,0,Light Pink
875000,3,5,2720.0,0,Light Pink
474900,3,4,1953.0,0,Light Pink
389000,3,2,1461.0,0,Light Pink
559000,4,5,2340.0,0,Light Pink
579500,3,3,2134.0,0,Light Pink
464900,3,4,2122.0,0,Light Pink
424999,4,4,2096.0,0,Light Pink
485000,2,4,1872.0,0,Light Pink
769990,4,4,2903.0,0,Light Pink
819900,3,4,5031.0,0,Light Pink
690000,3,5,3649.0,0,Light Pink
589900,3,4,2315.0,0,Light Pink
419950,3,3,1771.0,0,Light Pink
635900,4,5,3482.0,0,Light Pink
397000,3,3,1977.0,0,Light Pink
1140000,5,6,4292.0,0,Light Pink
872500,4,7,4211.0,0,Light Pink
699900,3,4,3990.0,0,Light Pink
702900,3,3,4106.0,0,Light Pink
850000,4,6,3492.0,0,Light Pink
650000,3,5,3596.0,0,Light Pink
649000,4,4,3240.0,0,Light Pink
689900,3,5,3059.0,0,Light Pink
399500,3,3,1950.0,0,Light Pink
639900,2,3,3313.0,0,Light Pink
739700,2,2,4080.0,0,Light Pink
259000,3,3,1676.0,0,Light Pink
795000,5,5,3604.0,0,Light Pink
534999,3,3,1478.0,0,Light Pink
690961,3,4,2499.0,0,Light Pink
539900,2,3,2880.0,0,Light Pink
472000,3,3,1706.0,0,Light Pink
499000,2,5,2288.0,0,Light Pink
279000,1,1,740.0,0,Light Pink
411810,3,2,1557.0,0,Light Pink
439900,3,5,2030.0,0,Light Pink
599000,1,1,2128.0,0,Light Pink
340000,2,3,2245.0,0,Light Pink
425236,3,2,1557.0,0,Light Pink
424900,3,3,2033.0,0,Light Pink
625000,4,6,3424.0,0,Light Pink
2200000,6,5,6646.0,0,Light Pink
314000,1,1,751.0,0,Light Pink
500000,1,2,936.0,0,Light Pink
1249900,4,4,5103.0,0,Light Pink
275000,1,2,914.0,0,Light Pink
547500,3,4,2158.0,0,Light Pink
459309,4,4,1839.0,0,Light Pink
469900,3,4,1994.0,0,Light Pink
1390000,2,4,2486.0,0,Light Pink
469000,3,3,2100.0,0,Light Pink
1295000,5,7,5721.0,0,Light Pink
484990,3,3,2100.0,0,Light Pink
390000,3,3,1993.0,0,Light Pink
275000,1,2,860.0,0,Light Pink
599000,3,5,2644.0,0,Light Pink
469500,3,4,2122.0,0,Light Pink
520000,3,4,2240.0,0,Light Pink
419999,3,3,1420.0,0,Light Pink
1085000,5,5,4753.0,0,Light Pink
315000,3,3,1733.0,0,Light Pink
470000,2,5,1765.0,0,Light Pink
380000,3,2,1428.0,0,Light Pink
900000,2,3,1900.0,0,Light Pink
680000,4,4,3334.0,0,Light Pink
637900,3,3,3022.0,0,Light Pink
295000,1,2,928.0,0,Light Pink
419950,3,3,1725.0,0,Light Pink
265000,3,3,1460.0,0,Light Pink
250000,1,1,730.0,0,Light Pink
614900,2,3,3502.0,0,Light Pink
479999,3,3,2195.0,0,Light Pink
745900,3,3,4348.0,0,Light Pink
499900,3,3,2195.0,0,Light Pink
759250,2,3,4084.0,0,Light Pink
467309,4,4,1854.0,0,Light Pink
459624,4,4,1839.0,0,Light Pink
357500,1,2,1020.0,0,Light Pink
550000,3,3,1896.0,0,Light Pink
997000,2,4,2690.0,0,Light Pink
330000,2,3,1805.0,0,Light Pink
429999,3,3,1856.0,0,Light Pink
499900,3,3,2230.0,0,Light Pink
796290,2,2,3734.0,0,Light Pink
525000,4,4,2158.0,0,Light Pink
312000,1,2,1046.0,0,Light Pink
694900,3,4,3396.0,0,Light Pink
659900,3,3,3376.0,0,Light Pink
525000,4,4,2158.0,0,Light Pink
652900,3,3,3712.0,0,Light Pink
635900,2,3,3391.0,0,Light Pink
484999,3,3,2195.0,0,Light Pink
480000,3,3,2195.0,0,Light Pink
650900,3,4,3311.0,0,Light Pink
719900,3,4,4743.0,0,Light Pink
559900,3,3,2753.0,0,Light Pink
714740,3,3,3870.0,0,Light Pink
559900,2,2,2734.0,0,Light Pink
812500,4,4,4758.0,0,Light Pink
1899900,3,3,5272.0,0,Light Pink
999990,4,4,3689.0,0,Light Pink
1725000,5,4,4739.0,0,Light Pink
258000,9,8,5224.0,0,Light Pink
500000,2,4,1942.0,0,Light Pink
790000,3,4,2931.0,0,Light Pink
339000,2,3,1160.0,0,Light Pink
8000000,9,6,11173.0,2,Purple
789000,4,5,2803.0,0,Light Pink
349900,2,4,1724.0,0,Light Pink
389000,2,3,1900.0,0,Light Pink
2350000,6,7,5491.0,0,Light Pink
500000,2,4,1942.0,0,Light Pink
619900,3,4,2146.0,0,Light Pink
450000,2,4,1679.0,0,Light Pink
4999900,8,7,10920.0,2,Purple
800000,4,5,4074.0,0,Light Pink
490000,2,3,1685.0,0,Light Pink
600000,3,5,2341.0,0,Light Pink
665000,4,5,3132.0,0,Light Pink
329800,2,3,1315.0,0,Light Pink
765000,2,4,2104.0,0,Light Pink
449900,2,2,1142.0,0,Light Pink
325000,2,3,1155.0,0,Light Pink
425000,2,3,1649.0,0,Light Pink
460000,2,3,3484.0,0,Light Pink
680000,2,4,1850.0,0,Light Pink
420000,2,3,1488.0,0,Light Pink
1070000,4,5,3508.0,0,Light Pink
650000,3,4,3031.0,0,Light Pink
285000,2,2,1054.0,0,Light Pink
779000,3,4,2625.0,0,Light Pink
975000,3,5,2865.0,0,Light Pink
1750000,6,6,5060.0,0,Light Pink
435000,2,3,1881.0,0,Light Pink
270000,1,2,740.0,0,Light Pink
619000,4,5,2468.0,0,Light Pink
349900,2,3,1328.0,0,Light Pink
439000,2,3,3498.0,0,Light Pink
378000,2,3,1279.0,0,Light Pink
284900,2,2,1222.0,0,Light Pink
340000,2,3,2266.0,0,Light Pink
694900,3,5,2441.0,0,Light Pink
380000,2,4,1616.0,0,Light Pink
465000,2,2,1529.0,0,Light Pink
400000,2,3,1255.0,0,Light Pink
2390000,5,6,5620.0,0,Light Pink
1134900,4,4,3407.0,0,Light Pink
350000,3,3,1888.0,0,Light Pink
365000,2,2,1198.0,0,Light Pink
364900,2,3,1420.0,0,Light Pink
549900,2,3,2189.0,0,Light Pink
950000,4,4,2858.0,0,Light Pink
299900,2,2,1222.0,0,Light Pink
525000,2,3,2098.0,0,Light Pink
499000,2,4,1815.0,0,Light Pink
465000,2,3,1503.0,0,Light Pink
349900,2,3,2314.0,0,Light Pink
777777,3,4,2221.0,0,Light Pink
459900,3,3,0.0,0,Light Pink
289900,2,2,921.0,0,Light Pink
399900,2,3,1696.0,0,Light Pink
429900,2,3,1767.0,0,Light Pink
550000,3,4,3248.0,0,Light Pink
379900,2,3,3168.0,0,Light Pink
275000,2,2,1894.0,0,Light Pink
655000,2,4,1980.0,0,Light Pink
319900,2,2,1460.0,0,Light Pink
825000,3,3,2639.0,0,Light Pink
485000,2,3,1602.0,0,Light Pink
1734000,7,5,5182.0,0,Light Pink
425000,3,4,2143.0,0,Light Pink
334990,2,3,1322.0,0,Light Pink
574900,2,3,2492.0,0,Light Pink
549000,3,4,2009.0,0,Light Pink
7950000,8,7,8770.0,2,Purple
459900,3,3,1589.0,0,Light Pink
3400000,7,6,9515.0,2,Purple
498000,2,3,1543.0,0,Light Pink
650000,2,3,2064.0,0,Light Pink
399900,3,4,1671.0,0,Light Pink
675000,3,3,2452.0,0,Light Pink
789000,4,3,1940.0,0,Light Pink
975000,5,6,4178.0,0,Light Pink
969900,6,6,4863.0,0,Light Pink
850000,5,6,3488.0,0,Light Pink
350000,3,2,1801.0,0,Light Pink
489000,2,4,1891.0,0,Light Pink
600000,2,3,3656.0,0,Light Pink
349990,2,3,1322.0,0,Light Pink
575000,2,3,2140.0,0,Light Pink
515000,2,3,1531.0,0,Light Pink
289900,2,2,1197.0,0,Light Pink
550000,3,3,1826.0,0,Light Pink
650000,2,3,2213.0,0,Light Pink
999900,3,4,3057.0,0,Light Pink
450000,2,3,1827.0,0,Light Pink
675000,3,4,2537.0,0,Light Pink
1200000,5,6,4751.0,0,Light Pink
394900,3,4,1657.0,0,Light Pink
299000,2,2,1083.0,0,Light Pink
385000,2,3,1457.0,0,Light Pink
319000,2,3,1100.0,0,Light Pink
5450000,9,4,9064.0,2,Purple
650000,2,4,2048.0,0,Light Pink
1699000,5,6,5052.0,0,Light Pink
374900,2,3,1400.0,0,Light Pink
370000,3,3,1737.0,0,Light Pink
350000,2,2,1527.0,0,Light Pink
525000,2,3,2171.0,0,Light Pink
355000,2,3,2466.0,0,Light Pink
555000,3,5,2938.0,0,Light Pink
725000,4,4,3639.0,0,Light Pink
1399000,4,6,4368.0,0,Light Pink
565000,2,3,1900.0,0,Light Pink
575000,2,3,2266.0,0,Light Pink
489000,2,6,1924.0,0,Light Pink
299000,1,1,950.0,0,Light Pink
3399999,7,5,5863.0,2,Purple
824900,5,5,4456.0,0,Light Pink
1249000,6,7,4245.0,0,Light Pink
273000,2,2,960.0,0,Light Pink
776000,4,5,3144.0,0,Light Pink
549900,3,4,2552.0,0,Light Pink
380000,2,3,1518.0,0,Light Pink
1900000,7,5,8245.0,0,Light Pink
639000,4,4,2115.0,0,Light Pink
2400000,6,3,6538.0,0,Light Pink
229000,1,1,703.0,0,Light Pink
699999,3,5,3816.0,0,Light Pink
379000,2,3,1520.0,0,Light Pink
715000,2,4,2293.0,0,Light Pink
950000,4,5,4328.0,0,Light Pink
230000,1,1,726.0,0,Light Pink
377500,2,3,1503.0,0,Light Pink
324900,2,3,1292.0,0,Light Pink
1099999,4,5,3486.0,0,Light Pink
1750000,6,5,3709.0,0,Light Pink
469000,2,3,1785.0,0,Light Pink
500000,2,3,1683.0,0,Light Pink
545900,2,5,1814.0,0,Light Pink
1550000,4,4,5223.0,0,Light Pink
215000,2,1,707.0,0,Light Pink
150000,1,1,295.0,0,Light Pink
1125000,5,5,3800.0,0,Light Pink
260000,2,2,1028.0,0,Light Pink
265000,1,1,1406.0,0,Light Pink
469000,2,2,1433.0,0,Light Pink
419990,3,3,1831.0,0,Light Pink
639900,3,6,2648.0,0,Light Pink
750000,4,5,3031.0,0,Light Pink
799900,4,4,2401.0,0,Light Pink
999900,4,5,3506.0,0,Light Pink
449900,2,3,1508.0,0,Light Pink
600000,3,4,3155.0,0,Light Pink
759000,3,4,2663.0,0,Light Pink
998500,4,4,3745.0,0,Light Pink
574900,2,3,1675.0,0,Light Pink
609999,4,4,2336.0,0,Light Pink
1125000,4,4,2396.0,0,Light Pink
341000,2,2,1156.0,0,Light Pink
729000,3,4,2154.0,0,Light Pink
984900,3,5,3010.0,0,Light Pink
425000,2,3,1544.0,0,Light Pink
439000,2,3,1544.0,0,Light Pink
429900,2,3,1767.0,0,Light Pink
583000,3,4,3044.0,0,Light Pink
3500000,8,6,7175.0,2,Purple
1250000,4,6,4971.0,0,Light Pink
975000,4,4,5467.0,0,Light Pink
859000,3,4,2636.0,0,Light Pink
449900,2,1,1315.0,0,Light Pink
369900,2,2,1314.0,0,Light Pink
1125000,4,5,4108.0,0,Light Pink
545000,2,2,1831.0,0,Light Pink
1895000,4,4,2774.0,0,Light Pink
3100000,4,4,5679.0,0,Light Pink
750000,4,4,3386.0,0,Light Pink
650000,2,3,2188.0,0,Light Pink
1885000,7,6,6900.0,0,Light Pink
439900,3,3,1762.0,0,Light Pink
548814,2,4,1893.0,0,Light Pink
450000,2,3,1711.0,0,Light Pink
750000,3,4,2892.0,0,Light Pink
3475000,6,5,7634.0,2,Purple
349900,2,3,1157.0,0,Light Pink
354000,2,2,1190.0,0,Light Pink
675000,3,6,3696.0,0,Light Pink
775000,3,3,2286.0,0,Light Pink
1175000,3,5,4703.0,0,Light Pink
275000,2,2,1040.0,0,Light Pink
1450000,5,6,5438.0,0,Light Pink
1050000,4,6,4132.0,0,Light Pink
649900,3,4,2905.0,0,Light Pink
796000,4,3,2948.0,0,Light Pink
799000,3,4,2512.0,0,Light Pink
995000,5,5,3563.0,0,Light Pink
789000,3,3,2492.0,0,Light Pink
374900,2,3,2800.0,0,Light Pink
399900,2,3,1370.0,0,Light Pink
539000,3,4,2322.0,0,Light Pink
350000,2,2,1527.0,0,Light Pink
2999900,6,4,4101.0,0,Light Pink
359990,2,3,1322.0,0,Light Pink
424000,2,3,1787.0,0,Light Pink
445000,2,2,1214.0,0,Light Pink
600000,2,3,1828.0,0,Light Pink
649900,3,3,2184.0,0,Light Pink
689000,4,5,3514.0,0,Light Pink
1250000,5,6,4056.0,0,Light Pink
465000,2,3,1538.0,0,Light Pink
460000,2,3,1742.0,0,Light Pink
2450000,5,6,6463.0,0,Light Pink
799000,4,5,3788.0,0,Light Pink
559000,3,5,2844.0,0,Light Pink
799900,4,4,2734.0,0,Light Pink
699000,3,3,3224.0,0,Light Pink
279900,2,2,1812.0,0,Light Pink
749900,3,4,2533.0,0,Light Pink
799900,5,6,4232.0,0,Light Pink
698000,4,6,3431.0,0,Light Pink
600000,3,3,2068.0,0,Light Pink
325000,2,2,1321.0,0,Light Pink
570000,2,3,1743.0,0,Light Pink
619000,5,3,1921.0,0,Light Pink
570000,3,4,2531.0,0,Light Pink
4465000,6,4,6100.0,2,Purple
799000,3,4,2826.0,0,Light Pink
313500,2,2,1100.0,0,Light Pink
1149900,4,5,4070.0,0,Light Pink
749000,3,3,2136.0,0,Light Pink
619900,2,4,2458.0,0,Light Pink
1299000,6,4,3837.0,0,Light Pink
439000,2,3,1749.0,0,Light Pink
879900,3,5,4188.0,0,Light Pink
415000,2,3,1068.0,0,Light Pink
874900,4,5,4007.0,0,Light Pink
1011000,4,7,4362.0,0,Light Pink
703900,2,4,2724.0,0,Light Pink
429990,3,3,1831.0,0,Light Pink
324900,3,3,1314.0,0,Light Pink
1200000,5,6,4751.0,0,Light Pink
530000,2,4,2125.0,0,Light Pink
6049999,5,4,6704.0,2,Purple
825000,3,4,2850.0,0,Light Pink
2434000,4,5,5819.0,0,Light Pink
379900,2,3,1584.0,0,Light Pink
560000,3,4,2642.0,0,Light Pink
719900,4,4,2384.0,0,Light Pink
799900,2,3,1942.0,0,Light Pink
869900,5,6,4400.0,0,Light Pink
284800,2,2,947.0,0,Light Pink
314000,2,2,960.0,0,Light Pink
414900,3,4,1880.0,0,Light Pink
649650,3,4,2553.0,0,Light Pink
1885000,8,6,6900.0,0,Light Pink
524900,3,3,1696.0,0,Light Pink
999900,4,5,3506.0,0,Light Pink
809900,3,4,3069.0,0,Light Pink
1649900,5,5,5476.0,0,Light Pink
449900,2,3,1453.0,0,Light Pink
1459000,7,7,4702.0,0,Light Pink
299900,2,1,953.0,0,Light Pink
299900,3,3,1452.0,0,Light Pink
1799900,4,5,5204.0,0,Light Pink
689900,3,4,2680.0,0,Light Pink
898995,4,4,3294.0,0,Light Pink
1100000,5,5,3871.0,0,Light Pink
4600000,10,7,5921.0,2,Purple
569900,2,3,2006.0,0,Light Pink
399000,2,2,1406.0,0,Light Pink
1399000,6,6,4898.0,0,Light Pink
725000,3,4,2289.0,0,Light Pink
1100000,5,4,4792.0,0,Light Pink
1050000,2,4,2869.0,0,Light Pink
687000,3,3,1962.0,0,Light Pink
1099000,4,5,3606.0,0,Light Pink
430000,2,3,1438.0,0,Light Pink
450000,2,2,1630.0,0,Light Pink
274900,1,2,781.0,0,Light Pink
3500000,6,5,6813.0,2,Purple
780000,2,3,2190.0,0,Light Pink
1100000,4,4,2896.0,0,Light Pink
419997,3,3,1555.0,0,Light Pink
1020000,4,5,3866.0,0,Light Pink
582623,2,3,1828.0,0,Light Pink
1293900,5,5,4326.0,0,Light Pink
1329900,6,7,6022.0,0,Light Pink
875000,2,4,2124.0,0,Light Pink
329900,2,2,1383.0,0,Light Pink
565000,3,3,2351.0,0,Light Pink
585000,3,5,2941.0,0,Light Pink
969900,3,4,2844.0,0,Light Pink
1995000,5,4,5935.0,0,Light Pink
2550000,5,3,5414.0,0,Light Pink
949950,3,4,2754.0,0,Light Pink
2395000,4,3,4040.0,0,Light Pink
744900,3,6,3946.0,0,Light Pink
580000,2,5,2031.0,0,Light Pink
748900,4,4,3313.0,0,Light Pink
999900,3,4,3021.0,0,Light Pink
920000,3,4,2301.0,0,Light Pink
580000,3,4,2296.0,0,Light Pink
725000,4,6,4375.0,0,Light Pink
990000,3,3,2197.0,0,Light Pink
969900,2,3,2462.0,0,Light Pink
335000,2,2,1260.0,0,Light Pink
734900,3,4,2706.0,0,Light Pink
1350000,3,4,3140.0,0,Light Pink
949900,3,3,4270.0,0,Light Pink
375000,2,3,1354.0,0,Light Pink
1574000,5,5,4674.0,0,Light Pink
699990,3,4,2552.0,0,Light Pink
379000,3,2,1336.0,0,Light Pink
1095000,4,3,3268.0,0,Light Pink
600000,3,4,2597.0,0,Light Pink
437500,2,3,1461.0,0,Light Pink
598000,3,3,2025.0,0,Light Pink
2150000,4,4,3848.0,0,Light Pink
630000,2,3,1545.0,0,Light Pink
455000,2,3,1798.0,0,Light Pink
2225000,8,6,6672.0,0,Light Pink
599900,2,3,2024.0,0,Light Pink
569990,3,3,2296.0,0,Light Pink
569900,2,2,1523.0,0,Light Pink
720357,3,4,2173.0,0,Light Pink
436955,3,3,1555.0,0,Light Pink
618000,2,3,1994.0,0,Light Pink
319000,2,2,1153.0,0,Light Pink
549000,2,3,1979.0,0,Light Pink
589000,2,2,1915.0,0,Light Pink
415900,3,2,1415.0,0,Light Pink
493369,3,3,1542.0,0,Light Pink
1399000,3,3,2989.0,0,Light Pink
2190000,6,8,9098.0,0,Light Pink
2700000,4,3,3912.0,0,Light Pink
1355000,5,4,3918.0,0,Light Pink
1149000,3,4,2944.0,0,Light Pink
525000,2,3,1730.0,0,Light Pink
630000,3,3,1809.0,0,Light Pink
2650000,5,4,7033.0,0,Light Pink
1080000,3,3,2400.0,0,Light Pink
1160000,4,4,3441.0,0,Light Pink
289000,1,1,567.0,0,Light Pink
8500000,7,5,10835.0,2,Purple
3650000,7,5,6587.0,2,Purple
1290000,3,4,3384.0,0,Light Pink
600000,2,3,2137.0,0,Light Pink
929000,3,3,2501.0,0,Light Pink
408000,2,3,1608.0,0,Light Pink
334990,2,3,1322.0,0,Light Pink
498000,2,2,1427.0,0,Light Pink
553900,3,3,1702.0,0,Light Pink
774000,4,2,2887.0,0,Light Pink
504900,2,3,1704.0,0,Light Pink
899000,4,5,3763.0,0,Light Pink
799900,3,3,2149.0,0,Light Pink
847995,3,3,2793.0,0,Light Pink
430000,3,3,1555.0,0,Light Pink
2300000,4,4,3439.0,0,Light Pink
1125000,4,4,2703.0,0,Light Pink
984900,5,6,4492.0,0,Light Pink
469900,2,2,1348.0,0,Light Pink
674999,3,4,1965.0,0,Light Pink
2795000,5,5,5974.0,0,Light Pink
549000,3,3,1696.0,0,Light Pink
279900,2,2,1039.0,0,Light Pink
449900,2,3,1480.0,0,Light Pink
1075000,4,3,2542.0,0,Light Pink
900000,4,3,3300.0,0,Light Pink
368500,2,2,1166.0,0,Light Pink
600000,3,3,2990.0,0,Light Pink
749626,3,4,2552.0,0,Light Pink
359900,2,2,1047.0,0,Light Pink
733333,3,3,2355.0,0,Light Pink
625000,2,5,2406.0,0,Light Pink
849000,3,3,2556.0,0,Light Pink
565000,3,3,1232.0,0,Light Pink
649000,5,4,1934.0,0,Light Pink
3790000,8,7,5958.0,2,Purple
650000,4,4,1935.0,0,Light Pink
535000,3,3,2255.0,0,Light Pink
997000,3,3,3263.0,0,Light Pink
1100000,4,3,2822.0,0,Light Pink
3500000,6,6,9539.0,2,Purple
1350000,5,4,3183.0,0,Light Pink
895000,3,4,2675.0,0,Light Pink
639900,3,5,2628.0,0,Light Pink
399999,1,1,1422.0,0,Light Pink
1200000,5,6,5285.0,0,Light Pink
2360000,4,4,3761.0,0,Light Pink
799999,4,6,3804.0,0,Light Pink
427560,3,3,1555.0,0,Light Pink
469000,2,3,1785.0,0,Light Pink
779000,3,4,2406.0,0,Light Pink
279900,2,2,906.0,0,Light Pink
2100000,4,3,3973.0,0,Light Pink
334990,2,3,1322.0,0,Light Pink
445000,2,3,1716.0,0,Light Pink
374900,1,2,840.0,0,Light Pink
279900,1,1,708.0,0,Light Pink
467500,2,2,1437.0,0,Light Pink
385000,2,2,1352.0,0,Light Pink
265000,1,1,703.0,0,Light Pink
542500,2,2,1681.0,0,Light Pink
510000,2,3,1852.0,0,Light Pink
2650000,4,6,8599.0,0,Light Pink
419997,3,3,1555.0,0,Light Pink
319495,2,2,1222.0,0,Light Pink
1200000,5,5,5270.0,0,Light Pink
599689,3,3,1983.0,0,Light Pink
449999,3,3,1914.0,0,Light Pink
549900,2,3,1750.0,0,Light Pink
460000,2,2,1436.0,0,Light Pink
950000,3,3,2287.0,0,Light Pink
